business_id,name,city,state,postal_code,latitude,longitude
WYDjn71X5xiEdpLxlT12hQ,Chipotle Mexican Grill,Fairview Park,OH,44126,41.4613226,-81.8529577
6sx1FKkTPmTJKQOxql3MNA,Taco Bell,Waxhaw,NC,28173,34.9555896347,-80.7559300158
VM7Q3xWH5XiwbaIeSyJ-vw,Chipotle Mexican Grill,Phoenix,AZ,85032,33.6382158472,-111.9774528115
_gLBJhyp5vCr_iDWOaHoaA,Subway,Gilbert,AZ,85234,33.3777783459,-111.7534865366
-n1g9MdeG46v1-gzZ4ldvQ,Del Taco,North Las Vegas,NV,89032,36.239068,-115.167814
EtE2sqkrwoYAU-8mef0UOg,Subway,Deforest,WI,53532,43.194016,-89.3390247
ryy9UyS6tV9qp1l6Zw3kaw,Subway,Pittsburgh,PA,15222,40.440691,-80.0025688
M8I2IdqDbJCGL0ho8eFLiQ,QDOBA Mexican Eats,Matthews,NC,28105,35.0827900895,-80.7285690308
aIDCm_31--whoSJl4LhEZA,Subway,Phoenix,AZ,85008,33.4663173936,-111.9850758836
j-YxNyT--PbEM-V1j6nkiA,Firehouse Subs,Mississauga,ON,L4V 1E6,43.700674,-79.636773
6c7DPOemJyPfDdKQ-Wfgmg,Pita Pit,Toronto,ON,M5T 1R4,43.6582842,-79.3979864
z7ns1g4S82kaBdIAC_RMRw,Subway,Pittsburgh,PA,15231,40.4949534733,-80.2450747058
1fMXFNFwZEtTy9p8sEmiNw,Taco Bell,Forest Hills,PA,15221,40.417218,-79.848131
M85y1RfSCyWZkWR-18YU1Q,Subway,Las Vegas,NV,89146,36.1267969462,-115.2424781768
AOhJfJVuEPUh_in7WHDnzQ,Subway,Toronto,ON,M4T 1Z6,43.6889196,-79.3945875
ntpj41N4iISg0oTMl1PUeQ,Long John Silver's,Lorain,OH,44052,41.4186381,-82.1917304
Fu0YD6AsGEyIgwsgtiin-A,Firehouse Subs,Tempe,AZ,85282,33.3960578,-111.9095475
HNEhE83F1X6kN7BKVmR_9g,Panda Express,Henderson,NV,89014,36.0414613,-115.102755
k73FsZGTp2raTD5BA346sg,Carl's Jr.,Las Vegas,NV,89120,36.071571432,-115.0925019521
OSLEi9yMmaV0FBZKshJnUw,Subway,Las Vegas,NV,89121,36.1153239965,-115.1181739569
p1qikz--GQonzyIyIsgssg,Taco Bell,Markham,ON,L3R 4M9,43.8667278,-79.2881438
m7vv40MnYXdvxRkGCYhGTQ,Chipotle Mexican Grill,Amherst,OH,44001,41.4169355,-82.2083789
F8p7jBnOJIcclFL8AEVt0g,Five Guys,Murrysville,PA,15668,40.421954,-79.6615748
GZ604GF7mxO8CtAecJOhwg,Dairy Queen,Montréal,QC,H3G,45.495699,-73.578855
2gG1AM53eroE3ntOfr2tew,Panera Bread,Willoughby,OH,44094,41.627283,-81.431397
jkJuwGa227qpQjT34TrECQ,Subway,Pittsburgh,PA,15203,40.4265032,-79.9657921
5tlgP7QIvur0lZdPHVhc5w,Chick-fil-A,Warrensville Heights,OH,44122,41.448194,-81.496977
2J0mx9CAcP01RpwQkdBcGw,Taco Bell,Middleton,WI,53562,43.0974567,-89.5221143
WSQ2-Z46J5VG_D875EEv0A,Dairy Queen,Etobicoke,ON,M8Z 1N6,43.6245709,-79.5085882
5DH-yIBIvlpQopUk7HcTcg,Panera Bread,Las Vegas,NV,89102,36.1456186,-115.1725657
TDDwbLjGAiZuOCkk4L5ViQ,Ed's Restaurant,Calgary,AB,T2G 1H4,51.0379165,-114.0609344
L58Rod4RVhaW_4qfQGe6fw,KFC,Willoughby,OH,44094,41.62433,-81.44165
wHA5Mi9dMBCVwE5G7i89uQ,Dairy Queen,Calgary,AB,T2Y 3H9,50.9034532,-114.0666905
KfyHN1LYS32ZPZ2AaGZZfg,Subway,Las Vegas,NV,89147,36.1165153,-115.2794973
t1jjPdw0-Z5afaZyGJlJgA,Jersey Mike's Subs,Mesa,AZ,85215,33.4545816146,-111.6840187088
X54yOvzhEKyAurDOeQ-BkA,QDOBA Mexican Eats,Phoenix,AZ,85017,33.513205,-112.130268
BqPDyBgRnvPWCTcMjonnxA,The Shave Shack,Las Vegas,NV,89147,36.0594034758,-115.279712677
fvWMTH2uMQXIvWSFf5wi4A,Burger King,Las Vegas,NV,89144,36.1841845,-115.3090851
KD-7406WtjKSpLRC2zsNhw,Wendy's,Toronto,ON,M3J 3N2,43.7858417,-79.4750685
D268cSH_SyE17-i2yP9pag,Panda Express,Scottsdale,AZ,85251,33.503658,-111.929422
-YVwkl4DBH1gnxxsJtxELg,Subway,Phoenix,AZ,85017,33.5104853,-112.134778
qBiLs12q5GO_PNp01vACoQ,Subway,North Las Vegas,NV,89032,36.2389277065,-115.1670535281
iecSIYDAYs-9zmdJFh12OQ,Burger King,Waxhaw,NC,28173,34.93508,-80.7489398
83b2X3htS7vnL7ScpJ584w,Carl's Jr,Surprise,AZ,85374,33.6359062195,-112.3473815918
kZ8bCGe3RCN3OjnyrRaNBw,Taco Del Mar,Pickering,ON,L1V 3E1,43.8456627165,-79.0746480734
vDe7hz_owhdJPvC4Fiu0ZQ,Dairy Queen,Aurora,ON,L4G 3M7,43.9864904,-79.4630494
qDl34ITEzEQNypLSJzTJTw,Chick-fil-A,Huntersville,NC,28078,35.444966,-80.866655
qk0UvAT-0djATrPd6RlZ8g,Sonic Drive-In,Gilbert,AZ,85233,33.3348667,-111.8041366
EOIPORatDrUsxuJqo997QA,Subway,Montréal,QC,H4E 3H8,45.4567941,-73.5955329
1i4iRBkkNU_o_S2pY7W7kQ,Panda Express,Las Vegas,NV,89104,36.1453695,-115.0648497
boYEhfdmKVJlBqnVqEmu2Q,Jersey Mike's Subs,Waxhaw,NC,28173,34.9552617,-80.7591402
DCnU_ehDedwPMJLKlOECuw,Panera Bread,Pittsburgh,PA,15205,40.4403206,-80.1492465
phrJCsa0I_OEWExpiTET8A,Chipotle Mexican Grill,Madison,WI,53562,43.0753089,-89.5287025
Dp-i-Ai8Ue8hjyVRmYrprw,Burger King,Mesa,AZ,85213,33.4229636,-111.7729011
07ysr1ZON5nOOUynGZtPHw,Subway,Henderson,NV,89052,36.0060629546,-115.1121517571
yqIVlkpQF_IdhVk1yTiIjw,Chipotle Mexican Grill,Cleveland,OH,44109,41.4600811,-81.6903438
eBtEx6IQsQDoIDJXTDKdXA,Arby's Roast Beef Sandwich Restaurants,Las Vegas,NV,89147,36.1016714,-115.2969308
GFefOKzqRcUs_HzgpZbdAA,Chester Fried Chicken Express,Toronto,ON,M6P 4A9,43.653226,-79.3831843
QUezUZUlJ4lB2hHtkI2u6w,Dairy Queen-Brazier Foods,Newmarket,ON,L3X 2G5,44.0315577,-79.4742995
-zVrFYgs09w8lIUSuAvp2Q,Firehouse Subs,Tempe,AZ,85281,33.4221126675,-111.9393072518
1M0Mo_ctYMTH0CTKgv4RpQ,Chipotle Mexican Grill,Laveen,AZ,85339,33.3776606,-112.16893
wkNT82BPI9eW0Jv36SFYkA,Subway,Cleveland,OH,44106,41.508838,-81.606009
tamr4J75GguGhF1hm1wEaA,Jersey Mike's Subs,Tempe,AZ,85281,33.4342548462,-111.9254067942
pfGV7rxls65U-yusYR_zfw,Burger King,Amherst,OH,44001,41.378803,-82.211264
GEL7svZLFqx9NWq3aOtz_Q,Pita Pit,Madison,WI,53703,43.074479,-89.393393
95YcwZ3VUCq1twzGa-o2yQ,Biggie Burgers,Newmarket,ON,L3Y 8H9,44.0456798368,-79.4365955517
NGLm1rYYnq88wt2UMd9v9Q,Sonic Drive-In,Tarentum,PA,15084,40.568395,-79.8030037
dmk8dvw1FzC0beM4zadKwA,Panera Bread,Amherst,OH,44001,41.4127637372,-82.2394618394
QkaMek-K9Fdke693glOzlw,Wendy's,Bolton,ON,L7E 2X7,43.8691132,-79.7227433
rj5YbrxqvfOVgcrgz98-Nw,McDonalds,Las Vegas,NV,89104,36.1441689,-115.1369439
KW-xCBNDm_PJcCgySfBCsw,Taco Bell,Las Vegas,NV,89104,36.159169108,-115.1203227151
PWGIAIXAoh91nayfIOQMTQ,Panera Bread,Henderson,NV,89123,36.009507,-115.11792
e6g-8RB8DcxUSZaPX6J2Vg,Taco Bell,Brampton,ON,L6V 1B8,43.69552,-79.750311
oWsin1_mfmidGnnTV7NNTw,Casita Del Mar,Phoenix,AZ,85008,33.4742565,-112.012356
G4JLnk8TkeAhZ71V4Pof8A,Panda Express,Monroeville,PA,15146,40.4393367,-79.765112
nxAo0oDgsNlduzUuuUL4Fg,Steak ’n Shake,Munhall,PA,15120,40.4134446,-79.9044468
ZuAxqdMHXJ1FIO9Oi4P2Jg,Subway,Mesa,AZ,85206,33.3950304,-111.7187533
bCGKnZd4vAD_hak9TQQHyQ,Chipotle Mexican Grill,Streetsboro,OH,44241,41.2510246,-81.3634438
3gHvqo_7ujCC0OAbhJPLWA,Chipotle Mexican Grill,Mesa,AZ,85215,33.4679150061,-111.6835035449
hT4S-jtRapUap_kzygb_Hw,Jimmy John's,West Homestead,PA,15120,40.4073233961,-79.9173397302
yj-3z9okilOi7mio30-ZKw,Quiznos,Las Vegas,NV,89119,36.0810825738,-115.1390586421
ortVZ6ZUTK7CR41B7AwtXQ,Dairy Queen,Phoenix,AZ,85051,33.5672452,-112.1497881
xXhflOhlRCh5d9ASabHEpA,Chipotle Mexican Grill,Garfield Heights,OH,44125,41.4094782,-81.6163494
Cn-3QY2-FHPL73VbZTfGag,Jack In The Box,Las Vegas,NV,89121,36.100611,-115.0920386
HAt7VY-_uhl_ERUpGVqwVQ,Burger King,Strongsville,OH,44136,41.3225304,-81.8370717
UJ3mHW1l6oLV-Ic2I7Vjrw,Rib Eye Jack's Ale House,Mississauga,ON,L5N 8C4,43.5983489052,-79.7372379899
5iGe2yClPrJTtDtTY80M1Q,Arby's,Denver,NC,28037,35.4454946,-80.9969706
Ym4qZJDUFz42rs0FCKJ7kw,Wendy's,Las Vegas,NV,89117,36.1443352,-115.269105
Gi38x_3R-OtcTPtyyCagLQ,Chipotle Mexican Grill,Concord,NC,28025,35.437917,-80.605711
Onnk1dC98D8w7g4UXoXxLQ,Popeyes Louisiana Kitchen,Toronto,ON,M3M 1A4,43.7223069,-79.5108917
Fkckopw1GL4cQzh9Buv6DA,Panera Bread,North Olmsted,OH,44070,41.418357,-81.911685
FYddq7fUtzobZcw4jOJgVA,Taco Bell,Henderson,NV,89014,36.0705045,-115.0766078
Lsp3T9b1yodzFCdptZbB4Q,Wendy's,Toronto,ON,M9N 0A3,43.700953,-79.511656
oOTffSrVgDpDLDbSdGtmqA,Wendy's,Mississauga,ON,L5M 7E1,43.5558632435,-79.7109345649
-S1BkxguVmi2G_O6Bcoabg,Steak ’n Shake,Champaign,IL,61820,40.0949728803,-88.245852
iDUPJOcU1VRQv9aK6Egztw,White Castle,Cleveland,OH,44111,41.4640846,-81.7685655
N30ltPJXOD0eNxaS1D9OGQ,Subway,Charlotte,NC,28202,35.3568817,-80.8676151
gj-JZL21QmG8jdArjZb_TQ,Church's Chicken,Phoenix,AZ,85033,33.5092003,-112.1867302
JTN1qe0UBT3T6zIWYcBtjg,Taco Bell,Charlotte,NC,28269,35.33297,-80.810766
ZVGbouYqiY577WGCYZJbTQ,Panda Express,Henderson,NV,89015,36.065707873,-114.9539
DEv1EGuIRLPrSeywbiN4zQ,Burger King,Charlotte,NC,28216,35.2694376,-80.854428
7hq38lF-G_u6-QJ8nBV5tQ,Subway,Avondale,AZ,85323,33.4339319,-112.3046247
nCOctON_izR1j9fynkp3Zw,Subway,Las Vegas,NV,89106,36.1801488,-115.1778692
HWyXgSBj8WL-SbnSi5mlNg,Taco Bell,Phoenix,AZ,85041,33.392073,-112.082285
HiqYus6muaBFlZtHhES7XQ,Del Taco,Las Vegas,NV,89141,35.9987412358,-115.2055066824
QQZg-7YfY2jDoQnnp0HFog,Subway,North Las Vegas,NV,89030,36.1949583199,-115.1183409244
RJrI3jFL7Kr8NmSSjn_kxg,Taco Bell,Goodyear,AZ,85395,33.4646,-112.39246
LbZ6Kl0G8DI6VGed8kzphA,Firehouse Subs,Phoenix,AZ,85048,33.3044587,-111.9945187
ijJ6U2_xCJQZZVnkw23m9g,Chick-fil-A,Charlotte,NC,28216,35.326869,-80.944742
rzByiKaj-bLeLz-zKNBQdg,Dairy Queen,Pittsburgh,PA,15227,40.3786478,-79.989968
kljTFMQVhPyzjS5khPyAyA,Zaxby's Chicken Fingers & Buffalo Wings,Mint Hill,NC,28227,35.1700669,-80.6616717
yB6EN23QuMuzHyobJ6pBbg,Taco Bell,Toronto,ON,M4Y 2B7,43.6688603,-79.386331
jM6YI5V4fYM7OCA1BLKwqw,Taco Bell,Madison,WI,53719,43.05044,-89.47375
f_ODjmy-gv0VfGFFAq0mKQ,Carl's Jr,Las Vegas,NV,89119,36.1075145,-115.1372733
IKmJzb67sLsaKa8PnCdl1w,Arby's Roast Beef Sandwich Restaurants,Las Vegas,NV,89146,36.1470456,-115.2435802
yLM3YK6sBM4xXpnF3ayGlw,McDonalds,Toronto,ON,M5B 1S5,43.6581832,-79.3820441
l3EkLGreTXChG0TQHyo2ow,Wendy's,Las Vegas,NV,89169,36.1429731,-115.1192942
KZa_81a6gEvbA_LQSq4IXg,Chicken King,Charlotte,NC,28215,35.2239833,-80.7259243
SXr6ByM7UmUQ55qtOUMijg,Chipotle Mexican Grill,Chandler,AZ,85286,33.2638884,-111.8574641
5eNMMKB66grSjG3VBj0G-Q,Carl's Jr.,Cave Creek,AZ,85331,33.7706639,-111.982152
jtQqg_96doTihYzLCC3x3A,Carl's Jr.,Las Vegas,NV,89110,36.1743727,-115.0630484
lF34YS1bt4Jvl4a1ZIafDw,Quiznos,Las Vegas,NV,89109,36.1356534,-115.1615056
S_VoH2qPxjm5l3MeuCgunw,Taco Bell,Pittsburgh,PA,15218,40.427135,-79.890649
01xXe2m_z048W5gcBFpoJA,Five Guys,Phoenix,AZ,85008,33.4780429336,-111.986370289
GcqBRZ3_PcSelMCUOeuxdQ,Taco Bell,Las Vegas,NV,89131,36.280054736,-115.2656491045
z6aHIaEM8WWxncbn5nYtXA,Popeyes Louisiana Kitchen,Scarborough,ON,M1B 5V1,43.7979919,-79.1494742
EtWhX8jFs9rgDrvEOpFeIw,Subway,Las Vegas,NV,89117,36.1442895,-115.266024
9pQsVUScSzreqYLU7p5oaQ,Hardee's,Monticello,IL,61856,40.0272793,-88.5731024
rQhSytWZ2vhzsfzBW4fKgQ,Jack in the Box,Las Vegas,NV,89121,36.1287965378,-115.0658121554
w_uebwUtBIqDEgXuG4MexQ,Jimmy John's,Paradise,NV,89123,36.0426109,-115.1170705
V6Od7XYl_PznuG19DPfTAQ,Panda Express,Las Vegas,NV,89149,36.281315,-115.287263
y6ccPZiVqCQkJJ0vWDYKvw,Quiznos Sub,Toronto,ON,M9C 1E7,43.6417419,-79.5651731
utlpwpi27nKQ6TyWHdCFMQ,Burger King,Charlotte,NC,28204,35.213617,-80.8279899
x2nItJPCZxEobThRyDg6HQ,Chipotle Mexican Grill,Mississauga,ON,L4W 0E6,43.6374444,-79.6222684
zq0_6zcREu5VGSbfqujtMA,Pita Pit,Ajax,ON,L1S 4E5,43.8419515,-79.0223699
yZIA98HUgPYx4BY8iZr3IA,Jack in the Box,Las Vegas,NV,89102,36.145829,-115.2076349
CxtzsoASybpq3afGYu4LYg,Jimmy John's,Phoenix,AZ,85020,33.538927,-112.048079
1TdqKCm_Ef9Zl8Ve4wopzQ,Panera Bread,Toronto,ON,M3C 0H8,43.734813402,-79.3440060318
cFDpY9Y-s2yNnsqNk__xqQ,Chick-fil-A,Cleveland,OH,44135,41.41092,-81.83878778
s6oqSa91yXeKXe5yMpV7dQ,Jack in The Box,Phoenix,AZ,85016,33.49522053,-112.034410617
j8_RW2wEvUTocXwDB0zfVg,Subway,Charlotte,NC,28277,35.0233033,-80.848678
pk6-Q5vWGD_B2kUg1Lagng,Five Guys,Mississauga,ON,L5M 4Z5,43.544034,-79.680561
GJvh9J3Isdn2N4I_3j7OfQ,Subway,Rocky River,OH,44116,41.4587681,-81.858749
onC6LNdf3HIwjB6LqMjQxw,Jack in the Box,Las Vegas,NV,89156,36.1951593434,-115.0300752093
z2Etq4K6YwbV7P5ENVYEgg,Subway,Madison,WI,53717,43.0741248,-89.5186653
f5IN-6LowoYpxDeQwb0dow,Church's Chicken,Las Vegas,NV,89104,36.1591809,-115.130283
mJ76Szd8shNaHd-FdbL7dg,Panera Bread,Concord,NC,28025,35.4385145146,-80.6062140316
IVH0sXM_GISPTVHdpr4YOQ,Wendy's,Painesville,OH,44077,41.6995618,-81.277649
UrVTbcIAitKm2Z8J-uNREQ,Panera Bread,Brunswick,OH,44212,41.237308923,-81.8128332496
eVZJvkjZDPYyQPntRjwiLA,Wendy's,Scottsdale,AZ,85251,33.507765,-111.8892767
2BKcHO7WQ0iGke6EBs_Dsg,Taco Bell,Waunakee,WI,53597,43.19204,-89.46344
lvIILZrH5nwVSW8vOOL4LA,Wendy's,Charlotte,NC,28205,35.2159398,-80.7803021
826djy6K_9Fp0ptqJ2_Yag,Chipotle Mexican Grill,Toronto,ON,M5J 2M2,43.6448698,-79.3830719
uJTG4mzj2IY0lgNrHJUXXA,Chipotle Mexican Grill,Toronto,ON,M5S 1Y2,43.6656208,-79.4081282
4enw_5SjmPuVpxg8MhbPBw,Taco Del Mar,Toronto,ON,M4W 3R4,43.6721196,-79.377898
7GfA5WMSRd-JCaPxnwgIQw,Panda Express,Las Vegas,NV,89117,36.1252875,-115.2462028
pj6YwzJ6vkYLo_Mc12Hqdw,Chick-fil-A,Phoenix,AZ,85004,33.4536079882,-112.0714911071
3m0zRYrBHtZyCRZneh15hw,Arby's,Twinsburg,OH,44087,41.3075032,-81.4384834
sqWrGiCjR9wwVPc3Ja00oQ,Carl's Jr.,North Las Vegas,NV,89032,36.2390332,-115.1501696
oH5LF3TLtaMgrg35ah0NrA,Jack-In-the Box Drive Thru,Phoenix,AZ,85053,33.6390993,-112.1486336
tn8BD0rgAbvMssQqkQey4Q,Church's Chicken,Toronto,ON,M6E 1B5,43.6777142,-79.4432419
t7yA67hvHrwU_lwVBfRB9g,KFC,North Las Vegas,NV,89030,36.2403,-115.092
V9Yta_aOk2-bQm5PiYhOsQ,Panda Express,Phoenix,AZ,85033,33.480643,-112.2211237
RnFuYxZSZzuAJSSEBFj7Mw,KFC,Scarborough,ON,M1S 4N8,43.792491107,-79.2396813902
iS35nqM4b0XXVIgAlvkawg,Chipotle Mexican Grill,Independence,OH,44131,41.396303,-81.641869
xsgmGjFbqzwN51xb3pG_aw,Jack in the Box,Surprise,AZ,85379,33.6089620047,-112.3911329352
Dj-SKw-awL_g7rHgCbCOew,Popeyes Louisiana Kitchen,Toronto,ON,M4K 1P7,43.6782397,-79.3482024
_wmdi3TLw5cGBV33hd0VLw,Subway,Mesa,AZ,85201,33.4220046,-111.8403234
Y8rgiVhjpdbtcn83UVaVcg,Burger King,Phoenix,AZ,85020,33.5753505446,-112.0656395256
2vUEjhyEvx-6edQB0DOPmw,Carl's Jr,Chandler,AZ,85286,33.2624883,-111.8571313
lWc6CdEyEpThhnKc-2Nbtg,Quiznos,Scottsdale,AZ,85251,33.497888,-111.923117
3PxpqCcNrslEPI0vCBnrHw,Subway,Matthews,NC,28105,35.1355461,-80.7128656
4hwe5w3opbrwFzezR6i7ig,Carl's Jr,Phoenix,AZ,85048,33.305797,-111.977641
4I4OoW0tbaoG4I4D2spF3w,Del Taco,Las Vegas,NV,89117,36.1436335,-115.2764657
e3B8xTCLvPR1jZWkoCjuUA,Chipotle Mexican Grill,Phoenix,AZ,85003,33.4479482627,-112.074616714
HYAI_4AZ88t1lXadrCsZgg,Dairy Queen,Mesa,AZ,85204,33.3930881,-111.8192467
wG3jVl_LqXb8fEB7LIOReA,Subway,Cleveland,OH,44113,41.48404218,-81.7023007312
2anxB5OiLo_-eFh_o2j-rw,Chipotle Mexican Grill,Monroeville,PA,15146,40.439181,-79.7669512
RwxLMhe-uw9Swr_hSlgtkA,Jack In the Box,Cave Creek,AZ,85331,33.756489,-111.991225
F7OsiFk9aLZtqZczA84xpw,Popeyes Louisiana Kitchen,Las Vegas,NV,89119,36.100395,-115.1363065
MQ3o9sFS1m1L2Gb_hvvYSQ,Subway,N Ridgeville,OH,44039,41.39669,-81.996244
gsZfdMLfAUHDClBgtdkJfQ,Burger King,Brampton,ON,L6X 0Y7,43.6919071869,-79.8013448736
vJk0p1t3GPc8Pqx1gdMqHQ,Dairy Queen,Cleveland,OH,44111,41.4561106,-81.7592491
kJQbc861Qvm_HsNofAahDA,Five Guys,Pittsburgh,PA,15222,40.4402035143,-80.00286879
gADz3lCTj9RYqzuhukyXzg,Jimmy John's,Monroe,NC,28110,35.013938,-80.570522
BwQv4RlEIdlTY_7JcewBwA,Quiznos,Brampton,ON,L6Z 1Y5,43.727392,-79.795541
MPCaZnfnQh4XmnsI9L3TCQ,Arby's Restaurant,Calgary,AB,T2M 0K8,51.0673162107,-114.0869689224
6bgjcFOy4WHMyw62_1V9Pw,Panera Bread,Las Vegas,NV,89148,36.0957996497,-115.2966007591
7wgNlcLTfQq8CHBob7AGHg,Panda Express,Phoenix,AZ,85032,33.6109922273,-111.9963693704
28iyKGp1CJ_XFDLFSHVQUg,Carl's Jr.,Glendale,AZ,85301,33.5526858,-112.1829362
HqzT2TsomtpB_5BDjNtaBA,Wendy's,Independence,OH,44131,41.3949424216,-81.6423854706
OJnsV92nC4pFRUsmnYX3zg,Subway,Peoria,AZ,85381,33.6084197,-112.2385364
7FxdbDj8smpkpmmgyojIWw,Taco Bell,Gibsonia,PA,15044,40.63516,-79.9435
6GlGdRX8JaG9alaqZAOaTQ,Arby's,Las Vegas,NV,89110,36.1756838,-115.0626082
XUTEwgoPMBMZKGlUfG5jKw,Panera Bread,Scottsdale,AZ,85251,33.502782846,-111.9293627143
BekNb1VGSIUvibnfTZ4A0A,Subway,Mint Hill,NC,28227,35.1759042827,-80.6538534164
CS3ykvbERsTrVxL9HPoCOw,Chipotle Mexican Grill,Pittsburgh,PA,15241,40.3483004,-80.0537256
9S1zH0IzyETk3qQej_aofw,Burger King,Toronto,ON,M5T 1R6,43.6576462,-79.399561
NrZLuREHIfKIeVwSH4G43A,Taco Bell,Tempe,AZ,85282,33.3926328,-111.907129
QmZLB8eTeQ3e1BnDMan9xg,Wendy's,Toronto,ON,M2N 7H3,43.7686667,-79.4120948
3lRXNifVJDgqylwaQEHvGw,Dairy Queen,Phoenix,AZ,85085,33.797324,-112.117516
f9ACtKCnwDcTNHVTkxvtDQ,KFC,Woodbridge,ON,L4L 5W6,43.7840324628,-79.5704279912
uYDScUhTHjtnnxmzy4fgPQ,Jack in the Box,Mesa,AZ,85202,33.3790143,-111.8607944
-vaqW1U1UE-gPbpgdCyA8w,Jack In the Box,Litchfield Park,AZ,85340,33.5083457,-112.3573482
UrLrciFVqdgmMKkgCncx9Q,Burger King,Las Vegas,NV,89131,36.2706222155,-115.207235961
gxBYzaHpOh-OHlEjQlBbRA,KFC,Cornelius,NC,28031,35.4827,-80.8788
_JA3TLF5JJ95mthVwEdFuw,Steak ’n Shake,Charlotte,NC,28270,35.1409202514,-80.7329818
ObNQVg_ohRVLex4ppmMC5w,Sonic Drive-In,Savoy,IL,61874,40.058973,-88.2532119
V1CvqpVdyc1XkbQRPJqLCA,Taco Bell,Phoenix,AZ,85015,33.523988,-112.096501
zXiLJCyW8ZZHAEB0IuO8Mg,Firehouse Subs,Strongsville,OH,44136,41.314029,-81.820734
azu7ayb7kuQAhpNXjS4M2A,Jersey Mike's Subs,Mesa,AZ,85204,33.3805178,-111.7534308
azJAJh8oivpsU9HzlLS6EA,Taco Bell,Madison,WI,53719,43.059957,-89.524364
97kEmDdAU8YSBz5zw3au7w,KFC,Henderson,NV,89012,36.0224848,-115.0479051
oCbQ882f2TAhOTp6OYdMkg,Subway,Amherst,OH,44001,41.3857604,-82.2110387
hiIg34DNm_ZFhh-3-yZxdA,Jack in the box,Phoenix,AZ,85043,33.460156986,-112.1687780321
JrTBWai2-Cu8FPJhDJiiLw,Subway,Las Vegas,NV,89103,36.1151292126,-115.2031004698
tvlHgHfBsmmNFbnFE06sgA,Sonic Drive-In,Phoenix,AZ,85015,33.509028,-112.0927651
hPCheDmQDna-2iiJ4c553w,Subway,Las Vegas,NV,89183,36.0125312805,-115.15650177
VK4HFYuo86PqBK1XY6NJhg,Subway,Crafton,PA,15205,40.4393458,-80.0710671
wZKoVgE6PC83uCYlm0jk7g,Firehouse Subs,Gilbert,AZ,85297,33.2635112588,-111.7213061079
NpNSOfnPxJKa8_qh83NArw,Subway,Champaign,IL,61820,40.0997492,-88.244739
VveJgvCshJios_o-zwKJIw,Taco Bell,Pittsburgh,PA,15233,40.449197,-80.02024
K4rLi2Mqz931v07nMSih5w,Chipotle Mexican Grill,Scottsdale,AZ,85251,33.5035824,-111.9294198
rnLy7K7xQqZom5fnQflGSw,Subway,Surprise,AZ,85378,33.6372313588,-112.3352442043
RCZwXZ7o_m-qLIp_18FsZw,Subway,North Las Vegas,NV,89084,36.285896398,-115.1791982746
nYSNN8v4up1rxIG_xKkl5Q,Chick-fil-A,Charlotte,NC,28280,35.2265794,-80.8432784
h3T3cdooQ88xPCK3PfSBaQ,Subway,Phoenix,AZ,85086,33.7997747,-112.1262084
x_9vVfNq3hPAsaa3FdEBhg,Firehouse Subs,Mesa,AZ,85205,33.4507344217,-111.6810786724
rtcWSNA3HVehrnUDVphYoA,Subway,Chandler,AZ,85225,33.293028,-111.822683
7VWtmHsd4HSNDkF5f5xnng,Burger King,Las Vegas,NV,89123,36.0476105637,-115.1717244293
tvUGZRnbtgjwZimkiq3eGA,Subway,Cleveland,OH,44111,41.4653722,-81.76024
wjsTM4Bzta6I37xq50odLA,A&W,Calgary,AB,T2H 0K9,50.9962345,-114.0734433
h547Fn6cp8yMb5mwjGBD1w,KFC,Brampton,ON,L6Y 1M6,43.69552,-79.750311
MVSACvnnpDiEDp4FTn1c5A,Chipotle Mexican Grill,Scottsdale,AZ,85257,33.4793340624,-111.9258198515
x4RtR4O2lfRqUFLO0zifAw,Subway,Tempe,AZ,85282,33.4062526509,-111.9258771613
vUYz-JgVTAtUGUbQuF7czw,Del Taco,Las Vegas,NV,89128,36.1964536,-115.2576658
70T202ATbO7gYiz_1d6YFg,Wendy's,Mississauga,ON,L5N 8J4,43.6092866,-79.7448588
5G8L4JFHCV8B5Ww6eGxstw,Subway,Chandler,AZ,85224,33.337492,-111.858412
U02TVsrHqwTrbvyjDuNaRA,Wendy's,Markham,ON,L3R 5W9,43.8564492795,-79.3595150361
0DeOsUXPoxtfCzHJg76R-Q,Burger King,Elyria,OH,44035,41.36738,-82.110874
5-s0ESpKQeI50QIgcz8GGQ,Five Guys,Phoenix,AZ,85003,33.4474533,-112.0745574
cPBYAFbkTd0sk9prwMW3wQ,Jersey Mike's Subs,Broadview Heights,OH,44147,41.314631,-81.6576955
OogWf7ikES5VofPrC7epRw,Subway,Scottsdale,AZ,85257,33.4666105,-111.9140909
AiXzyI2Xehh-1yvbB-WcYw,Panda Express,Las Vegas,NV,89122,36.112908,-115.061849
-leM8v_oCbtzTthTln-YHg,Carl's Jr,Las Vegas,NV,89109,36.1301653,-115.1374538
S7QXZFLakoa-9eGMgycS-A,Jack in the Box,Chandler,AZ,85224,33.3360477,-111.8770966
gnfRPDNr9aRaEMDh1zAl_w,Carl's jr,Henderson,NV,89015,36.0299164,-114.9701802
YCVAc-MG8--2An9erAo7NQ,Chipotle Mexican Grill,Matthews,NC,28105,35.124664,-80.708197
cn13h3xbeN1FO9to3Au4bA,Wendy's,Denver,NC,28037,35.4499044022,-80.9942506473
